Tweets,ID,Date,Likes,Retweets,Sentiment
"Russia records 8,945 new cases of “Corona” and 169 deaths",1.31E+18,01/10/2020 17:36,2,0,0
Saudi Arabia records 492 new cases of “Corona” and 26 deaths,1.31E+18,01/10/2020 16:24,0,0,0
"The total number of virus infections in the UAE during September 2020 reached 24,459, the highest in one month so far. There were 1,179 new infections on the first day of October, compared to 574 infections on the first day of September. The data is not reassuring.",1.31E+18,01/10/2020 15:23,17,11,0
A study renews hope in the ability of the “Moderna” vaccine to protect the elderly from Corona,1.31E+18,01/10/2020 11:59,0,0,2
"Health conducts 91,234 tests as part of its plans to expand the scope of tests and reveals 1,158 new infections with the emerging coronavirus, 1,179 recoveries, and two deaths during the past 24 hours…",1.31E+18,01/10/2020 11:35,0,0,1
Study: There is no clear link between opening schools and increasing Corona infections,1.31E+18,01/10/2020 11:14,0,0,1
Spain closes the capital and other municipalities due to Corona,1.31E+18,01/10/2020 11:09,36,22,0
"UAE: 1,158 new cases of Coronavirus, 1,179 recoveries, and two deaths",1.31E+18,01/10/2020 11:02,0,0,1
"Updates on virus-related cases in the country for Thursday, October 1, 2020: 91,234 new tests were conducted as part of plans to expand the scope of tests in the country, and 1,158 new infections were detected, 1,179 recoveries, and two deaths occurred during the past 24 hours.",1.31E+18,01/10/2020 10:39,0,0,1
"°° ~ °° ~ The Red Crescent strengthens its humanitarian and development efforts in Sudan, as the value of the Authority’s programs and projects since its establishment has reached 377 million dirhams, benefiting more than 7 million people in a number of states. .",1.31E+18,01/10/2020 10:19,3,4,2
Protest gatherings in Israel despite Corona restrictions,1.32E+18,10/10/2020 20:49,0,0,1
After Corona; I have become addicted to buying online...,1.32E+18,10/10/2020 20:19,2,0,0
"42 deaths and 3,443 new cases of “Corona” in Morocco",1.32E+18,10/10/2020 19:44,0,0,0
"Lebanon records 5 deaths and 1,388 new cases of “Corona”",1.32E+18,10/10/2020 19:44,1,0,0
Lebanon: Corona infections increased to 52 thousand,1.32E+18,10/10/2020 19:44,0,0,0
Tunisia: An unprecedented increase in Corona infections,1.32E+18,10/10/2020 19:44,0,0,0
Distance is the epidemic of lovers.,1.32E+18,10/10/2020 19:11,0,0,1
Trump is preparing to hold his first event since announcing his infection with the Corona virus,1.32E+18,10/10/2020 18:45,0,0,1
A curfew in Germany's largest cities to contain Corona,1.32E+18,10/10/2020 18:25,0,0,1
Saudi Arabia records 22 deaths and 405 new cases of “Corona”,1.32E+18,10/10/2020 18:24,0,0,0
"1,129 new infections with the virus were recorded and one death was recorded.",1.31E+18,10/10/2020 18:19,0,0,0
AirAsia Japan was closed due to the Corona pandemic on October 5,1.31E+18,10/10/2020 17:38,0,0,0
"Iraq records 55 deaths and 2,344 new cases of “Corona”",1.31E+18,10/10/2020 16:48,0,0,0
"Jordan records 15 deaths and 1,235 new cases of “Corona”",1.31E+18,10/10/2020 16:48,0,0,0
"For your information, I mean, greeting with the hand is forbidden even by precautionary measures, even if your brother...it is difficult to have good morals, otherwise we will try for you.",1.31E+18,10/10/2020 16:46,6,1,0
Algeria: Corona infections exceed 52 thousand,1.31E+18,10/10/2020 16:46,0,0,0
"I was lost. I was in Dubai and they sent me to Eman to get the examination done. I arrived in Iman and found them scattered? So, what is the arrangement and where can I get an examination in O or? . . .",1.31E+18,10/10/2020 16:25,0,0,1
Kuwait records 6 deaths and 492 new cases of “Corona”,1.31E+18,10/10/2020 16:15,0,0,0
Bahrain records 8 deaths and 438 new cases of “Corona”,1.31E+18,10/10/2020 16:15,0,0,0
Russia records the highest daily number of “Corona” infections since the beginning of the pandemic,1.31E+18,10/10/2020 16:15,0,0,0
"Today, the activities of the new marine sports season 2020-2021 began on the shores of the 22-foot heritage race. The race is considered the first local sporting event since last March due to pandemic conditions Wham",1.31E+18,10/10/2020 16:08,8,3,2
"“May God benefit from harm.” Regardless of Corona and all the negative changes besides it, I feel that the positive changes and benefits that I benefited from and gained from it were more than the negative changes, and I achieved many achievements and I am still continuing this thing, praise be to God -",1.31E+18,10/10/2020 14:35,9,0,2
“Palestinian Health” records 11 deaths and 281 new cases of “Corona”,1.31E+18,10/10/2020 14:33,1,1,0
A record level of daily Corona infections in Austria,1.31E+18,10/10/2020 13:59,1,0,0
Brazil: Corona infections exceed 5 million,1.31E+18,10/10/2020 13:59,0,1,0
Iran: Imposing financial fines on violators of anti-Corona measures,1.31E+18,10/10/2020 13:28,0,0,2
"Until Corona came, Toytoma returned, and we could hear the people in it. Get married, oppress you, and become united. O poor people, congratulations to everyone, and may God complete you with goodness.",1.31E+18,10/10/2020 11:54,39,1,1
"My last attendance at Santiago, she took this picture as if she was telling me to take a photo of me, because the matter has been a period of absence for a long period. Glory be to God. The Corona virus started and prevented me from attending, but the Royal team continued to win championships, and if it returns to the new form that is currently being updated, perhaps it will be good and we will come back stronger than before, God willing. Hala Madrid",1.31E+18,10/10/2020 11:37,12,1,1
"The Ministry of Health conducts 136,430 tests as part of its plans to expand the scope of tests and reveals 1,129 new cases of Coronavirus and 1,070 recoveries and deaths during the past 24 hours...",1.31E+18,10/10/2020 11:32,1,1,1
"The Ministry of Health conducts 136,430 tests as part of its plans to expand the scope of tests and reveals 1,129 new infections with the virus and 1,070 recoveries and deaths during the past 24 hours.| Wham",1.31E+18,10/10/2020 11:21,4,1,1
"The Ministry of Health and Community Protection announced that it conducted 136,430 tests today, Saturday, as part of its plans to expand the scope of tests, and revealed 1,129 new cases of Coronavirus.",1.31E+18,10/10/2020 11:12,5,0,1
"He broke the quarantine rules imposed by his club, after two employees tested positive for the virus last week, and although his test was negative, the club’s protocol stipulates quarantine for a certain period | Sky News",1.31E+18,10/10/2020 10:01,3,2,0
"With the return of the second wave of Covid-19 and the arrival of infected cases in Europe to 100,000 cases in a day, the statement of the Chinese Foreign Minister actually proves that the world will not return to what was before Corona. May God protect the world and humanity from this pandemic and an effective vaccine will be reached to save people and return to normal life throughout the world.",1.31E+18,10/10/2020 9:12,0,0,0
"He cares more about tonight and young people, but he came back after Corona",1.31E+18,10/10/2020 9:09,1,0,1
"Corona deaths in America exceed 213,500",1.31E+18,10/10/2020 9:03,1,0,0
I took care of my life before Corona,1.31E+18,10/10/2020 8:25,0,1,1
International Monetary Fund: Africa needs $1.2 trillion to combat Corona,1.31E+18,10/10/2020 7:28,0,0,1
Johnson sets the restrictions imposed to confront Corona,1.31E+18,10/10/2020 7:28,0,0,1
"°° . ~ Your dirham makes a difference, you are their hope for a better future: .",1.31E+18,10/10/2020 6:00,9,8,2
Trump says he stopped taking Corona medications eight hours ago,1.31E+18,10/10/2020 4:09,1,0,1
China records 15 new cases of Coronavirus,1.31E+18,10/10/2020 4:09,0,1,1
"I swear to God, my brother always travels to the island for two weeks a week. Once, a month had passed, meaning Corona, and they had been free for a month. The day he responded, he built him a cake that dried it and it sat in the refrigerator for a week.",1.31E+18,10/10/2020 0:45,0,0,1
"Sir and my father, we appeal to you to reunite a Saudi family whose father is distressed and sick and is in difficult circumstances. The affliction has been increased by the Corona epidemic. I have not seen my children for nearly a year. Please, brothers, support me by tweeting",1.31E+18,10/10/2020 0:28,0,0,0
"It is necessary to quarantine for 14 days + two negative results, I think",1.32E+18,11/10/2020 10:24,0,0,1
"The Italian League is close to stopping, as 7 players from Inter Milan have been infected with the Corona virus",1.32E+18,11/10/2020 10:14,0,0,0
"•• ~ “Thank you, Mother of the Emirates” ..... Glass flew onto her soft face, taking its place from her eyes. In implementation of the directives of Her Highness Sheikha Fatima bint Mubarak and the follow-up of the Emirates Red Crescent, the child underwent an eye operation to restore her joy.",1.32E+18,11/10/2020 10:10,4,4,1
"The Indonesian capital eases Corona restrictions, starting tomorrow, Monday",1.32E+18,11/10/2020 10:09,0,0,1
A new rise in Corona infections in Britain,1.32E+18,11/10/2020 9:05,1,0,0
Learn about the UAE's proactive efforts to confront Corona and limit its repercussions,1.32E+18,11/10/2020 8:22,1,0,1
A Rouhani aide was infected with the Corona virus,1.32E+18,11/10/2020 8:14,1,0,1
Corona infections around the world exceed 37 million,1.32E+18,11/10/2020 8:14,1,0,1
"Finally, we got rid of the stone and returned to normal",1.32E+18,11/10/2020 8:06,0,0,2
"Brazil records 26,749 infections and 559 new deaths from “Corona”",1.32E+18,11/10/2020 7:55,1,0,0
"India records 74,383 infections and 918 new deaths from “Corona”",1.32E+18,11/10/2020 7:55,1,0,0
Will the importance of the influenza vaccine increase with the spread of Corona infection this winter?,1.32E+18,11/10/2020 7:44,1,0,1
Mental visualization and its practical applications in education and psychology to confront the Corona pandemic. . . .,1.32E+18,11/10/2020 7:29,0,0,1
Bloomberg-Business conditions in Dubai improved for the third straight month in September even as a renewed rise in coronavirus cases poses a threat to the city's recovery.,1.32E+18,11/10/2020 5:45,18,6,2
Corona infections in India exceed 7 million,1.32E+18,11/10/2020 5:24,0,1,1
Trump's doctor: He is no longer a carrier of Corona infection,1.32E+18,11/10/2020 4:19,1,3,1
China records 21 new cases of Coronavirus,1.32E+18,11/10/2020 4:19,0,1,1
Corona infections in Colombia exceed 900 thousand cases,1.32E+18,11/10/2020 3:47,0,1,0
Corona infections in America reach the highest level in two months,1.32E+18,11/10/2020 3:47,0,1,0
How long does the coronavirus live on human skin?,1.32E+18,10/10/2020 23:03,1,0,1
"The Philippines records more than 2,500 new cases of Coronavirus and 83 deaths",1.32E+18,11/10/2020 10:42,0,0,0
"The Ministry of Health conducts 133,935 tests as part of its plans to expand the scope of tests and reveals 1,096 new infections with the emerging Coronavirus, 1,311 recoveries, and two deaths within 24 hours...",1.32E+18,11/10/2020 10:33,1,0,1
The head of the Iranian Atomic Energy Organization was infected with the Corona virus,1.32E+18,11/10/2020 12:23,0,0,1
"The Czech Republic records more than 4,000 new infections with the Corona virus",1.32E+18,11/10/2020 12:23,0,0,1
British Labor Party: Johnson has lost control of the Corona pandemic,1.32E+18,11/10/2020 12:23,0,0,0
Israeli police fine thousands of violators of Corona rules and arrest protesters,1.32E+18,11/10/2020 12:23,0,0,2
"Health: 1,096 new Corona cases... and 1,311 infected people recovered",1.32E+18,11/10/2020 12:09,1,0,1
A center for examining “Corona” using laser technology at Ajman University,1.32E+18,11/10/2020 13:19,0,0,1
Closing 4 institutions that violated “Corona” procedures in Dubai,1.32E+18,11/10/2020 13:19,0,0,0
For the first time in months.. Saudi Arabia records a new number in Corona infections,1.32E+18,11/10/2020 13:15,1,0,0
Why do many people infected with Corona do not suffer from any symptoms?,1.32E+18,11/10/2020 13:10,0,0,1
"Health: 1,129 new cases of Coronavirus",1.32E+18,11/10/2020 13:08,0,0,1
"“Health”: 1,096 new cases of Coronavirus",1.32E+18,11/10/2020 13:08,0,0,1
In the video: citizens are vaccinated with the “Corona” vaccine in Abu Dhabi for emergency use,1.32E+18,11/10/2020 13:08,1,0,1
Ajman University launches a Corona testing center using laser technology,1.32E+18,11/10/2020 13:07,0,0,1
3 deaths and 422 new infections with Coronavirus in Palestine,1.32E+18,11/10/2020 13:07,0,0,0
"The UAE records 1,096 new cases of Coronavirus and 1,311 recoveries",1.32E+18,11/10/2020 13:07,0,0,1
Iran records a record daily death toll from Corona,1.32E+18,11/10/2020 13:02,0,0,0
Kuwait: 3 deaths and 548 new cases of Coronavirus,1.32E+18,11/10/2020 13:02,1,0,1
Italy: Corona infections 349 thousand and 494 cases and deaths 36 thousand and 140,1.32E+18,11/10/2020 12:49,0,0,0
"Netherlands: Corona infections reach 173,894, and deaths 6,624",1.32E+18,11/10/2020 12:49,0,1,0
Poll: 7 out of 10 Britons support imposing a lockdown due to Corona,1.32E+18,11/10/2020 12:49,0,0,1
Why are there so many cases?,1.32E+18,11/10/2020 12:49,0,0,1
Kuwait records 548 new cases of Coronavirus,1.32E+18,11/10/2020 12:49,0,0,1
In the video: Residents of Al-Tawiya in Al-Ain receive the first dose of the Corona vaccine,1.32E+18,11/10/2020 12:47,0,0,1
A British study explores the effectiveness of a tuberculosis vaccine in preventing Corona,1.32E+18,11/10/2020 12:38,0,0,1
Despite Corona...an island in Costa Rica is transformed from a gloomy prison to a tourist destination,1.32E+18,11/10/2020 12:30,0,0,2
"Within a media session (remotely), Professor Mona Abdel Karim Al Yafei, Director of Sharjah City for Humanitarian Services, announced this morning, Sunday, October 11, 2020, the launch of the home guide for families of children with developmental disabilities during the period of the new Corona virus (Covid-19).",1.32E+18,11/10/2020 14:25,0,0,2
Between Al-Fahmi and Al-Majdoub.,1.32E+18,11/10/2020 14:19,0,0,1
The UAE is first in the Arab world in the economic recovery index from the effects of the “Covid-19” epidemic,1.32E+18,11/10/2020 14:06,0,0,2
The latest developments in the spread of the new Corona virus in the world,1.32E+18,11/10/2020 13:47,0,0,1
"Since the beginning of Corona, they have been talking about backtracking, and Tony I know what happened. Don't you shout?",1.32E+18,11/10/2020 13:44,0,0,1
Do not support the closure of regions to contain the Chinese virus... It became very clear after Trump recovered in one day that WHO began to retreat....,1.32E+18,11/10/2020 15:05,3,0,1
The risk of coronavirus infection through the eyes is small,1.32E+18,11/10/2020 14:51,0,0,1
The UAE sends a second aid plane to Tajikistan to combat Corona,1.32E+18,11/10/2020 14:38,1,1,2
The Ambassador of Tajikistan appreciates the UAE’s support for his country in confronting the repercussions of “Corona”,1.32E+18,11/10/2020 14:38,1,0,2
"Exercise regularly, as exercise stimulates blood circulation, which makes a person feel active and energetic all the time.",1.32E+18,11/10/2020 16:21,0,0,2
"Corona: We cannot hug and stroke anyone’s head, nor for any reward. They say a citizen hugged his mother and stroked his child’s head.",1.32E+18,11/10/2020 16:14,0,0,1
Ajman University designates a center for testing Corona using laser technology,1.32E+18,11/10/2020 16:10,0,0,1
May God take Corona.,1.32E+18,11/10/2020 15:58,0,0,1
Pardon...the official spokesman for Corona,1.32E+18,11/10/2020 15:54,0,0,1
Wearing a mask to protect against Corona and the fact that it affects breathing,1.32E+18,11/10/2020 15:44,0,1,0
Trump: I have become immune to Corona...for life,1.32E+18,11/10/2020 15:32,1,1,1
A vaccine against tuberculosis to confront Corona,1.32E+18,11/10/2020 15:32,1,1,1
Trump: I have immunity to Corona,1.32E+18,11/10/2020 15:32,1,0,1
Saudi Arabia records 323 new cases of “Corona” and 25 deaths,1.32E+18,11/10/2020 17:21,1,1,1
"Britain records more than 12,000 new Corona infections",1.32E+18,11/10/2020 17:16,1,2,1
"UAE: Two deaths and 1,096 new cases of (Corona)",1.32E+18,11/10/2020 17:14,0,0,1
"Since the beginning of Corona and it has not yet come out in the sun, my skin has turned into an egg, so every time my sister Meetha sees me, she goes to my mother and tells her, “Be generous, I want to be an egg.” Reem’s soul gives me this rubbish.",1.32E+18,11/10/2020 17:12,0,0,1
Official: Britain has reached a turning point in the Corona crisis,1.32E+18,11/10/2020 16:44,1,1,2
Corona remains on banknotes for 4 weeks,1.32E+18,11/10/2020 16:31,1,1,1
Study: Corona remains contagious on banknotes for four weeks,1.32E+18,11/10/2020 17:48,0,0,1
Corona may not end now. I want to take advantage of the situation and get married for free,1.32E+18,11/10/2020 17:37,0,0,1
Lebanon imposes a lockdown on 169 towns to confront the Corona outbreak,1.32E+18,11/10/2020 17:35,0,0,1
China...the experience of recovering from “Corona”,1.32E+18,11/10/2020 17:35,1,0,2
The UAE is first in the Arab world in the economic recovery index from the effects of Corona,1.32E+18,11/10/2020 18:53,1,0,2
"Misfortunes befell us the day you opened an account and tweeted in Arabic, may God bless you. Corona is no stranger to God. We are sick of your statements. Don’t make us feel sick with your bad tweets.",1.32E+18,11/10/2020 18:45,0,0,0
"Corona, when is the last episode?",1.32E+18,11/10/2020 18:39,1,0,1
Liverpool faces the toughest new measures to combat Corona,1.32E+18,11/10/2020 20:19,0,0,0
May God take away the Corona virus that kept us apart from each other,1.32E+18,11/10/2020 21:13,2,0,2
"It's normal, it's normal, Corona, and the situation bears everything. Good health to you",1.32E+18,11/10/2020 20:51,0,0,2
Two weeks stone,1.32E+18,11/10/2020 20:46,0,0,1
Merkel's aide: Germans must limit travel and parties to fight Corona,1.32E+18,11/10/2020 20:33,0,0,1
Vaccinating citizens with the “Corona” vaccine for emergency use,1.32E+18,11/10/2020 22:22,0,0,1
"The Madrid Arab people suddenly made themselves understand tennis and did not even know its laws or rules... How lucky you are, Nadal. Indeed, Corona is the one who has no job to do.",1.32E+18,11/10/2020 23:19,1,0,0
Egypt records 129 new cases of Coronavirus and 12 deaths,1.32E+18,11/10/2020 23:01,1,1,1
Britain reveals new measures regarding Corona,1.32E+18,12/10/2020 0:05,0,0,0
Corona infections exceeded 37.24 million people in the world,1.32E+18,12/10/2020 0:05,0,0,0
Trump hints that Biden is infected with “Corona”,1.32E+18,11/10/2020 23:51,0,0,1
"The World Health Organization provides Gaza with 14,000 swabs to test for Corona",1.32E+18,12/10/2020 9:34,0,0,1
America is investing half a billion dollars in treatment against Corona,1.32E+18,12/10/2020 9:34,0,0,1
"The contact person immediately checks for the best news about Corona, and China put us all in a mixer and mixed us up",1.32E+18,12/10/2020 9:24,0,0,0
The majority of Germans fear a second wave of Corona,1.32E+18,12/10/2020 9:23,0,0,0
"“World Health” supplies the Gaza Strip with 14,000 swabs to test “Corona”",1.32E+18,12/10/2020 9:20,0,0,1
Egyptians' way of dealing with the Corona virus,1.32E+18,12/10/2020 8:44,0,0,1
"They are all fake numbers and the matter has become exposed. The Corona issue got off to a healthy and successful start in the media, but in the recent period the issue has gone off the correct track and been exposed. I wish those in charge of it would seek the help of smarter media consultants or directors from Hollywood because the media and cinematic plot seemed to lose its luster among the people.",1.32E+18,12/10/2020 8:18,0,0,0
Coronavirus is able to survive 28 days on surfaces (study),1.32E+18,12/10/2020 8:12,0,0,1
Austria rules out a lockdown in the fall due to “Corona”,1.32E+18,12/10/2020 8:09,0,0,0
"Israel records 1,609 new cases of “Corona”",1.32E+18,12/10/2020 8:09,0,0,1
"Bill Gates: Corona will end in 2022, and humanity has one way out",1.32E+18,12/10/2020 7:51,0,0,2
Every time I undergo a Corona test... I feel “violated.”,1.32E+18,12/10/2020 7:31,0,0,0
"But if the Corona virus ends, we all (all of humanity) will go on vacation in one place, meaning we will leave the Earth for a little while and go on vacation on a planet that is a bit softer and we can all afford it. Except Abu Ghazala and the Chinese, of course, leave them there",1.32E+18,12/10/2020 7:11,2,0,2
Corona infections around the world exceed 37.4 million,1.32E+18,12/10/2020 7:06,0,1,0
Poverty and “Corona” are destroying a Palestinian family in Gaza,1.32E+18,12/10/2020 6:40,0,1,0
The President of Polynesia was infected with the Corona virus two days after meeting Macron,1.32E+18,12/10/2020 6:13,1,1,1
Coronavirus lives 28 days on surfaces,1.32E+18,12/10/2020 6:00,1,1,1
Corona infections in India have risen to 7.12 million,1.32E+18,12/10/2020 6:00,3,1,0
The “Sheikha Fatima Volunteer Program” launches the first program to prepare leaders for psychological aid in light of Corona,1.32E+18,12/10/2020 6:00,0,1,2
"QAnon has quickly built up audiences in Germany on YouTube, Facebook and Telegram Messenger, with demonstrations including people waving Q flags during protests against coronavirus measures.",1.32E+18,12/10/2020 5:59,3,0,2
Scientists determine how long the Corona virus will live on money,1.32E+18,12/10/2020 5:36,0,1,1
"With Sweden, the news is certain. In order to be sure, a comparison must be made between last year’s deaths and the current year, if the numbers are lower, if there is no epidemic, and the death rate is normal.",1.32E+18,12/10/2020 5:24,1,1,1
"A Russian series produced by the story of the emergence of an epidemic, the fall of the government system, and the violent struggle for survival begins, with creative artistic direction, a wonderful performance from the actors, and strong and complex events. The series consists of 8 episodes",1.32E+18,12/10/2020 5:13,5,0,2
The city of Liverpool is preparing to impose a general isolation due to the Corona outbreak,1.32E+18,12/10/2020 4:25,0,1,0
Britain unveils new measures regarding Corona,1.32E+18,12/10/2020 2:15,0,0,1
South Korea records 97 new cases of Coronavirus,1.32E+18,12/10/2020 2:15,0,0,1
"Instead, Apple released new Apple Watches last month and pushed the iPhone announcement to October. The delay is a product of the Covid-19 pandemic, which has disrupted electronics manufacturing and forced most Apple employees to work from home.",1.32E+18,12/10/2020 11:12,0,0,0
Palestine records 10 deaths and 395 new cases of “Corona”,1.32E+18,12/10/2020 10:45,1,0,0
Dubai Municipality violates 14 institutions that ignored “Corona” procedures yesterday,1.32E+18,12/10/2020 10:26,0,0,1
Minister: Britain needs to impose more Corona restrictions,1.32E+18,12/10/2020 10:26,0,0,1
"Health reveals 1,064 new cases of Coronavirus and 1,271 recoveries",1.32E+18,12/10/2020 12:22,0,0,1
"Health conducts 78,483 tests as part of its plans to expand the scope of tests and reveals 1,064 new infections with the emerging Coronavirus, 1,271 recoveries and one death during the past four...",1.32E+18,12/10/2020 12:09,1,2,1
"The UAE records 1,064 new cases of Coronavirus",1.32E+18,12/10/2020 12:09,1,0,0
The Prime Minister of France warns against imposing new restrictions to combat Corona,1.32E+18,12/10/2020 12:00,0,2,2
Global Health: The Corona pandemic can be overcome quickly with the right tools,1.32E+18,12/10/2020 12:00,0,0,2
The United States is investing in a treatment against Corona developed by “AstraZeneca”,1.32E+18,12/10/2020 11:34,0,0,1
Corona increases hunger crises in the world,1.32E+18,12/10/2020 11:34,0,0,0
The World Health Organization explains how to overcome the Corona pandemic,1.32E+18,12/10/2020 13:07,0,0,1
Scientists in Hong Kong announce the success of an antimicrobial drug against Corona,1.32E+18,12/10/2020 13:03,0,0,2
“Dubai Health”: Corona tests in commercial centers are scheduled in advance,1.32E+18,12/10/2020 12:34,0,0,1
Iran records a new record death toll from Corona,1.32E+18,12/10/2020 12:32,1,0,0
An antimicrobial drug that successfully combats Corona,1.32E+18,12/10/2020 12:32,0,0,2
Mexico: Corona infections reach 817 thousand,1.32E+18,12/10/2020 14:19,0,0,0
America: Corona infections increased by 0.6%,1.32E+18,12/10/2020 14:19,0,0,0
"The ""Umm Al Emarat"" Hospital was implemented with the generosity of Her Highness Sheikha Fatima bint Mubarak, as part of Her Highness's ongoing initiatives to alleviate the burden of human suffering resulting from disasters and crises.",1.32E+18,12/10/2020 15:23,2,1,2
Saudi Arabia records 348 new infections and 25 deaths from “Corona”,1.32E+18,12/10/2020 15:22,0,0,0
Corona infections in Japan exceed 90 thousand,1.32E+18,12/10/2020 15:22,0,0,0
A significant decrease in Corona infections in Saudi Arabia,1.32E+18,12/10/2020 15:19,0,0,2
Corona| When can we give up the mask?,1.32E+18,12/10/2020 15:18,0,0,1
"More than 35,000 oversight rounds have been carried out by the “Sharjah Economy” branches since the start of the “Corona” pandemic.",1.32E+18,12/10/2020 14:56,0,0,1
"It conducted 78,483 tests, revealed 1,064 new cases of the virus, and recorded 1,271 recoveries and one death.",1.32E+18,12/10/2020 14:56,0,0,1
Mohammed bin Zayed discusses cooperation and Corona developments with Putin,1.32E+18,12/10/2020 14:42,0,0,1
The IMF: Additional measures are necessary to confront the repercussions of Corona,1.32E+18,12/10/2020 15:52,0,0,1
Good news from Hong Kong regarding Corona treatment,1.32E+18,12/10/2020 15:52,0,0,2
"°° ~ “Umm Al Emarat” Hospital was implemented with the generosity of Her Highness Sheikha Fatima bint Mubarak, as part of Her Highness’s ongoing initiatives to alleviate the burden of human suffering resulting from disasters and crises.",1.32E+18,12/10/2020 15:40,4,1,2
"Following the follow-up of His Highness Sheikh Hamdan bin Zayed Al Nahyan, Ruler’s Representative in the Al Dhafra Region, and Chairman of the Emirates Red Crescent Authority, the Authority opened the Sheikha Fatima bint Mubarak “Mother of the Emirates” Hospital for Maternity and Childhood in the capital, Nouakchott.",1.32E+18,12/10/2020 15:36,0,1,1
I think that whoever feels the headache that comes from Corona is forbidden to appear,1.32E+18,12/10/2020 17:23,0,0,1
More than 44 thousand new cases of “Corona” in the United States,1.32E+18,12/10/2020 17:13,0,0,0
"More than 13,000 infections and 125 deaths from “Corona” in Russia",1.32E+18,12/10/2020 17:13,0,0,0
The World Health Organization expects a Corona vaccine to be available early next year,1.32E+18,12/10/2020 17:13,1,1,1
"China's exports globally have benefited from its ability to reopen factories faster than other countries, as well as its ability to supply vast quantities of products needed to combat the coronavirus. The country recorded a 9.5% rise in export shipments in August compared to the previous year.",1.32E+18,12/10/2020 16:58,0,0,2
Britain hopes to control Corona by the Christmas holidays,1.32E+18,12/10/2020 16:51,0,0,1
hopefully. After Corona,1.32E+18,12/10/2020 16:37,0,0,1
India launches a huge consumption program to confront Corona,1.32E+18,12/10/2020 16:26,0,0,2
5. There are countries that are on the verge of complete economic collapse and are not yet able to provide the debt service installments that they borrowed to face the crisis. Reliance on free zones and services does not build an economy that resists crises. This equation must be reconsidered.,1.32E+18,12/10/2020 15:06,0,1,0
"4. And when a country like this is the most generous with its population, as the spending package for them in a crisis was estimated at about 20% of the country’s economy (about 1.2 trillion) to support the wages of company employees who were harmed by it, then you can say that this country is safe from any crisis or collapse.",1.32E+18,12/10/2020 15:06,0,0,2
2. The crisis revealed that the real estate and tourism sectors cannot be relied upon as elements of the strength of any country’s economy. The rise in the real estate market and tourism services cannot be considered evidence of the strength of the economies of countries that depend on these two sectors. The first thing that collapsed when the crisis broke out were these two sectors,1.32E+18,12/10/2020 15:06,0,1,0
"1. The crisis revealed, beyond any doubt, the fragility of the economies of many countries, especially those that rely solely on and as the sole and main source of income. The economies of these countries have reached the stage of collapse and have become in debt during the first months of the beginning of the crisis.",1.32E+18,12/10/2020 15:06,2,2,0
"From my follow-up to the reactions of the Arab peoples to me, I say that I give my thumbs down on the saying that: “The Arabs do not read, and if they read they do not understand, and if they understand they do not understand, and if they understand they do not apply.”",1.32E+18,11/10/2020 16:28,4,0,0
"4. According to the testimony of experts, researchers, thinkers and politicians, he is considered the worst and most failed president in its modern history. It is enough that he is a shameless liar and that he failed to deal with a crisis and with and and and and",1.32E+18,11/10/2020 14:53,0,0,0
"4. He considered the ""Christian Sufi"" no longer worth anything after she became the ""Muslim Mary"", especially since this shock came to him only days after his attack on me and considering that Islam is a religion in crisis, as he claimed.",1.31E+18,10/10/2020 6:43,1,1,1
"2. She returned to be received by the French President, who had prepared a powerful sermon in which he insulted Islam, as usual, but he was shocked and astonished that made him lose his senses and nearly killed him. Sophie converted and changed her name to “Maryam.”",1.31E+18,10/10/2020 6:43,1,2,0
"1. A French woman was kidnapped in the Republic 4 years ago by extremist terrorists... and precious and precious things were spent to release her... and in fact, a large ransom was paid and she was exchanged for detainees in prisons.",1.31E+18,10/10/2020 6:43,4,3,0
A three-level system of general isolation measures to confront Corona in Britain,1.32E+18,12/10/2020 17:51,0,1,1
For the first time..accurate images showing the Corona virus,1.32E+18,12/10/2020 17:51,0,1,2
Global Health: Herd immunity against Corona is an immoral idea,1.32E+18,12/10/2020 19:14,0,1,0
"The Corona pandemic has revealed the great and true capabilities and capabilities of the Emirates in ensuring the highest levels of health for various members of society, citizens and residents, while the economic wheel continues for institutions with the reopening of the atmosphere. These successes will be reflected more and more in the increased attraction of capital and investments seeking a safe haven.",1.32E+18,12/10/2020 19:00,0,0,2
"Global Health: Distancing, wearing a mask, and washing hands remain the best way to prevent “Corona”",1.32E+18,12/10/2020 18:39,0,2,1
Biden campaign announces that he is safe from Corona,1.32E+18,12/10/2020 18:36,0,0,2
Researchers: Corona lives for 28 days on credit cards and mobile screens,1.32E+18,12/10/2020 20:01,0,0,1
Global Health: Side effects for those recovering from Corona raise concern,1.32E+18,12/10/2020 20:01,0,0,0
The Spanish Prime Minister faces a vote of no confidence after the outbreak of the Corona epidemic,1.32E+18,12/10/2020 19:40,0,0,0
The British Prime Minister announces a three-level warning system for general isolation measures to confront “Corona”,1.32E+18,12/10/2020 19:37,0,0,1
"16 deaths and 1,147 new cases of “Corona” in Jordan",1.32E+18,12/10/2020 19:37,0,0,0
"Germany is preparing to deploy 15,000 soldiers to confront Corona",1.32E+18,12/10/2020 21:19,1,0,1
180 countries have joined the effort to finance vaccines against Corona,1.32E+18,12/10/2020 21:19,0,0,2
